Date,Weekday,Time,Office Hours,Brief Description,Place of Incident,Office,Site of Incident,Business Impact,Division,BU / Account affected,Line Manager,Operational Security Manager,Resolve (Hrs),Resolve (Days)
05/10/2011,FALSE,01:17,FALSE,Stolen Laptop,Area 1,FALSE,BRA01,Minor,ROI,Halfords Ltd.,Abel Liss  ,Mary Clowers  ,20,0.83
18/03/2012,TRUE,18:57,FALSE,Stolen Laptop,Office 20,TRUE,MAN35,None,HR,HM Treasury,Voncile Mountain  ,Foster Wax  ,96,4
07/11/2012,FALSE,19:52,FALSE,Lost RHD,Area 2,FALSE,CRE02,Major,DNS,NI Water,Cher Welter  ,Mitch Landa  ,117,4.88
26/03/2013,FALSE,08:43,TRUE,Brief Descriptions,Office 3,TRUE,WAR08,Major,"Commercial, Legal",Southeastern,Van Vautour  ,Pablo Gowers  ,42,1.75
22/07/2016,FALSE,04:23,FALSE,Lost Laptop,Office 3,TRUE,SOL10,Major,MIS,Balfour Beatty Group Ltd.,Jonathan Wray  ,Rueben Bosarge  ,111,4.63
26/10/2014,TRUE,21:06,FALSE,Unsecured PM Document,Area 8,FALSE,STE10,Major,HR,MOD - DFTS,Van Vautour  ,Mary Clowers  ,164,6.83
05/12/2012,FALSE,16:45,TRUE,Stolen Peripheral,Office 15,TRUE,WAR03,Significant,Unknown,G4S Plc,Darline Goodwill  ,Bob Luthy  ,59,2.46
24/05/2014,TRUE,23:17,FALSE,Unsecured Cabinet,Office 10,TRUE,SOL10,None,Public Sector,PZ Cussons,Wesley Kitt  ,Octavio Angert  ,61,2.54
03/03/2014,FALSE,03:52,FALSE,Tailgating,Office 12,TRUE,MAN33,Significant,Marketing,Balfour Beatty Group Ltd.,Wilbur Tienda  ,Rueben Bosarge  ,72,3
29/11/2014,TRUE,15:08,FALSE,Lost RHD,Area 18,FALSE,BSN02,None,Unknown,NI Library Authority,Migdalia Schmitt  ,Silas Wand  ,53,2.21
15/07/2015,FALSE,08:45,TRUE,Lost Peripheral,Office 16,TRUE,BRA01,Minor,ROI,Bridgestone UK,Rodney Bastin  ,Bob Luthy  ,80,3.33
13/02/2014,FALSE,21:37,FALSE,Stolen Laptop,Area 4,FALSE,SWN03,None,HMRC,Post Office Ltd,Suzan Bogert  ,Damion Hope  ,88,3.67
25/06/2013,FALSE,16:41,TRUE,Stolen Peripheral,Office 12,TRUE,SOL20,Major,Business Operations,High Speed 2 Ltd.,Wilbur Tienda  ,Sterling Raske  ,71,2.96
29/04/2014,FALSE,14:48,TRUE,Brief Descriptions,Office 10,TRUE,LON22,Significant,Business Operations,Specsavers,Wallace Truett  ,Damion Hope  ,165,6.88
04/05/2014,TRUE,13:49,FALSE,Stolen RHD,Unknown,FALSE,BRA07,Significant,Private Sector,Halfords Ltd.,Jacob Carillo  ,Octavio Angert  ,78,3.25
04/02/2013,FALSE,00:24,FALSE,Lost Desktop,Office 12,TRUE,STE10,None,MIS,NI Water,Renato Boos  ,Silas Wand  ,141,5.88
11/06/2014,FALSE,19:35,FALSE,Lost Desktop,Office 19,TRUE,BSN02,None,BAS,MOD - DFTS,Wilbur Tienda  ,Bob Luthy  ,19,0.79
16/11/2011,FALSE,14:23,TRUE,Stolen Peripheral,Office 11,TRUE,BRA07,Minor,DNS,MOD - DFTS,Cher Welter  ,Damion Hope  ,84,3.5
10/07/2014,FALSE,19:04,FALSE,Lost USB drive,Office 16,TRUE,WAR08,Significant,Public Sector,Highland Council,Tanner Pecor  ,Mitch Landa  ,92,3.83
27/01/2017,FALSE,00:56,FALSE,Unsecured PM Document,Area 7,FALSE,MAN33,Minor,Public Sector,Balfour Beatty Group Ltd.,Cher Welter  ,Raul Holmquist  ,69,2.88
13/06/2015,TRUE,13:15,FALSE,Stolen Laptop,Office 14,TRUE,Unknown,Minor,Business Operations,Ministry of Defence - MoD,Marisa Anchondo  ,Douglass Dill  ,175,7.29
24/03/2014,FALSE,11:48,TRUE,Unsecured PM Document,Office 13,TRUE,WAR03,Minor,N&T,Virgin Money,Irma Zamorano  ,Pablo Gowers  ,86,3.58
14/09/2014,TRUE,08:23,FALSE,Lost Laptop,Area 7,FALSE,WAR03,None,HR,Ministry of Defence - MoD,Will Stahly  ,Leonardo Mcclane  ,82,3.42
12/04/2015,TRUE,01:48,FALSE,Lost USB drive,Office 13,TRUE,SOL10,None,Public Sector,KFC,Rodney Bastin  ,Raul Holmquist  ,199,8.29
27/09/2013,FALSE,23:11,FALSE,Stolen Peripheral,Office 18,TRUE,WAK01,Major,N&T,Balfour Beatty Group Ltd.,Rodney Bastin  ,Raul Holmquist  ,70,2.92
14/02/2015,TRUE,11:36,FALSE,Stolen Peripheral,Office 17,TRUE,SOL20,Significant,HR,G4S Plc,Tim Pinckard  ,Dewayne Robichaux  ,33,1.38
07/12/2016,FALSE,15:28,TRUE,Stolen Peripheral,Office 20,TRUE,BSN01,Significant,Public Sector,Heathrow Airport Limited,Kiera Lickteig  ,Silas Wand  ,36,1.5
01/12/2014,FALSE,07:59,TRUE,Staff with no pass,Office 18,TRUE,SOL20,Minor,Private Sector,MOD - DFTS,Ethan Singer  ,Raul Holmquist  ,135,5.63
08/06/2014,TRUE,04:45,FALSE,Lost RHD,Office 15,TRUE,WAK01,Minor,MIS,Cabinet Office,Van Vautour  ,Dewayne Robichaux  ,29,1.21
27/09/2015,TRUE,18:17,FALSE,Lost Desktop,Area 9,FALSE,MAN35,Significant,Finance & Strategy,HPC Wales,Elenore Pentz  ,Leonardo Mcclane  ,47,1.96
10/05/2013,FALSE,21:45,FALSE,Stolen USB drive,Area 2,FALSE,WAR03,None,Business Operations,UK Border Agency,Voncile Mountain  ,Jamal Lacross  ,119,4.96
19/04/2015,TRUE,18:44,FALSE,Stolen USB drive,Area 10,FALSE,SOL20,Significant,Marketing,HM Treasury,Jacob Carillo  ,Bob Luthy  ,103,4.29
02/06/2015,FALSE,10:23,TRUE,Lost Laptop,Area 1,FALSE,WAK01,Minor,MIS,Ministry of Defence - MoD,Irma Zamorano  ,Octavio Angert  ,82,3.42
01/02/2013,FALSE,14:10,TRUE,Brief Descriptions,Office 8,TRUE,MAN35,Major,Public Sector,HSBC,Marisa Anchondo  ,Leonardo Mcclane  ,4,0.17
30/03/2016,FALSE,06:13,FALSE,Stolen Laptop,Office 17,TRUE,MAN34,Major,Finance & Strategy,Southeastern,Santina Mayr  ,Foster Wax  ,569,23.71
22/10/2014,FALSE,04:32,FALSE,Stolen USB drive,Office 11,TRUE,SOL20,Minor,Marketing,Ford Motor Company ltd,Candra Snowball  ,Raul Holmquist  ,96,4
28/10/2014,FALSE,02:39,FALSE,Lost Laptop,Area 6,FALSE,SOL20,None,N&T,Whitbread Group Plc,Rodney Bastin  ,Damion Hope  ,0,0
27/02/2014,FALSE,01:32,FALSE,Lost Desktop,Office 11,TRUE,SOL10,Major,BAS,Halfords Ltd.,Candra Snowball  ,Dewayne Robichaux  ,190,7.92
07/07/2015,FALSE,00:12,FALSE,Stolen USB drive,Area 11,FALSE,BRA01,None,Private Sector,Virgin Money,Cecil Royse  ,Van Fessenden  ,207,8.63
16/01/2013,FALSE,06:23,FALSE,Stolen Desktop,Area 8,FALSE,BSN02,Significant,Business Operations,KFC,Harry Hoke  ,Douglass Dill  ,129,5.38
07/01/2014,FALSE,22:22,FALSE,Unsecured PM Document,Area 2,FALSE,SOL10,None,Public Sector,Whitbread Group Plc,Darline Goodwill  ,Jamal Lacross  ,134,5.58
24/02/2015,FALSE,23:38,FALSE,Stolen USB drive,Office 15,TRUE,MAN34,Major,DNS,MOD - DFTS,Ursula Bradberry  ,Lyle Griswold  ,269,11.21
03/05/2014,TRUE,06:25,FALSE,Lost USB drive,Office 11,TRUE,MAN33,Minor,ROI,Electricity Supply Board,Chae Sather  ,Raymon Currie  ,41,1.71
19/10/2014,TRUE,15:19,FALSE,Unsecured Cabinet,Office 20,TRUE,WAK01,None,"Commercial, Legal",Bridgestone UK,Wynona Tonkin  ,Raymon Currie  ,76,3.17
22/09/2015,FALSE,20:31,FALSE,Tailgating,Office 13,TRUE,BSN01,Major,MIS,Primark,Candra Snowball  ,Pablo Gowers  ,45,1.88
21/05/2016,TRUE,22:01,FALSE,Suspicious Character,Office 16,TRUE,WAR03,None,Public Sector,Halfords Ltd.,Marisa Anchondo  ,Bob Luthy  ,41,1.71
08/04/2012,TRUE,21:18,FALSE,Stolen USB drive,Area 5,FALSE,BSN01,None,Public Sector,HPC Wales,Julius Huntsberry  ,Pablo Gowers  ,267,11.13
03/03/2014,FALSE,03:53,FALSE,Lost USB drive,Office 1,TRUE,MAN35,None,Private Sector,Mercedes-Benz Uk Ltd.,Araceli Urena  ,Quinton Claudio  ,15,0.63
08/12/2012,TRUE,11:20,FALSE,Lost Laptop,Area 8,FALSE,CRE02,Minor,HMRC,NI Education & Library Boards,Wynona Tonkin  ,Sterling Raske  ,135,5.63
25/05/2011,FALSE,17:12,TRUE,Tailgating,Office 7,TRUE,MAN35,None,Private Sector,Reading Borough Council,Jacob Carillo  ,Pasquale Sonntag  ,35,1.46
24/03/2015,FALSE,23:21,FALSE,Suspicious Character,Office 17,TRUE,WAR08,Minor,HMRC,Dublin City Council,Gregory Bieber  ,Damion Hope  ,157,6.54
07/11/2013,FALSE,18:22,TRUE,Stolen Laptop,Office 5,TRUE,SOL10,Significant,Unknown,HPC Wales,Abel Liss  ,Octavio Angert  ,133,5.54
08/10/2012,FALSE,07:21,TRUE,Stolen Laptop,Office 9,TRUE,MAN33,Minor,Business Operations,Alliance Boots plc,Deidra Mayes  ,Lyle Griswold  ,3,0.13
05/12/2013,FALSE,11:49,TRUE,Lost Peripheral,Area 8,FALSE,SOL20,Significant,N&T,KFC,Stanley Bosch  ,Octavio Angert  ,78,3.25
12/02/2014,FALSE,10:32,TRUE,Unsecured Cabinet,Area 10,FALSE,EDI06,Significant,N&T,Virgin Money,Bret Orosz  ,Foster Wax  ,76,3.17
25/11/2013,FALSE,15:48,TRUE,Stolen RHD,Area 15,FALSE,EDI06,None,HR,Halfords Ltd.,Migdalia Schmitt  ,Dewayne Robichaux  ,132,5.5
21/07/2013,TRUE,06:27,FALSE,Brief Descriptions,Canteen,FALSE,MAN34,Minor,MIS,Police Service of Northern Ireland,Felicidad Vose  ,Raul Holmquist  ,66,2.75
27/03/2017,FALSE,11:48,TRUE,Lost Peripheral,Area 5,FALSE,STE04,Major,Unknown,Scottish Water,Marisa Anchondo  ,Raul Holmquist  ,27,1.13
14/07/2015,FALSE,09:09,TRUE,Lost Desktop,Office 6,TRUE,BSN02,None,HMRC,MOD - DFTS,Adele Flower  ,Quinton Claudio  ,81,3.38
02/08/2013,FALSE,00:27,FALSE,Lost Desktop,Office 6,TRUE,SOL20,None,N&T,Office for National Statistics,Juan Bernett  ,Raymon Currie  ,83,3.46
16/10/2015,FALSE,12:46,TRUE,Stolen Desktop,Office 12,TRUE,BSN02,None,ROI,G4S Plc,Suzan Bogert  ,Rueben Bosarge  ,74,3.08
06/11/2013,FALSE,06:39,FALSE,Lost Desktop,Area 7,FALSE,MAN34,Minor,N&T,Electricity Supply Board,Abel Liss  ,Mary Clowers  ,71,2.96
06/06/2014,FALSE,23:38,FALSE,Stolen Peripheral,Area 13,FALSE,SOL20,None,ROI,Balfour Beatty Group Ltd.,China Thurlow  ,Sterling Raske  ,102,4.25
28/02/2013,FALSE,08:27,TRUE,Stolen Peripheral,Office 14,TRUE,BSN01,Minor,MIS,Ford Motor Company ltd,Jacqueline Schoepp  ,Leonardo Mcclane  ,96,4
20/04/2015,FALSE,16:49,TRUE,Staff with no pass,Area 6,FALSE,BRA07,Minor,HMRC,Alliance Boots plc,Rodney Bastin  ,Leonardo Mcclane  ,56,2.33
23/04/2014,FALSE,18:29,TRUE,Lost Peripheral,Office 2,TRUE,STE10,None,ROI,Bridgestone UK,Kiera Lickteig  ,Pablo Gowers  ,116,4.83
16/11/2014,TRUE,22:09,FALSE,Lost Laptop,Office 19,TRUE,BRA07,None,ROI,Office for National Statistics,Voncile Mountain  ,Leonardo Mcclane  ,79,3.29
02/02/2015,FALSE,05:25,FALSE,Lost Laptop,Area 8,FALSE,MAN35,Significant,N&T,PZ Cussons,Neta Veres  ,Octavio Angert  ,76,3.17
18/10/2012,FALSE,09:45,TRUE,Unsecured Cabinet,Office 18,TRUE,SOL20,Minor,Private Sector,G4S Plc,Rodney Bastin  ,Raymon Currie  ,182,7.58
18/02/2012,TRUE,04:36,FALSE,Lost USB drive,Office 17,TRUE,WAR03,Minor,MIS,Ford Motor Company ltd,Arlena Pierpont  ,Foster Wax  ,71,2.96
07/12/2014,TRUE,01:22,FALSE,Stolen RHD,Area 3,FALSE,SOL10,Minor,HMRC,Highland Council,Lucio Siniard  ,Douglass Dill  ,109,4.54
14/10/2013,FALSE,07:05,TRUE,Stolen USB drive,Office 5,TRUE,CRE02,None,Marketing,MOD - DFTS,Jacqueline Schoepp  ,Sterling Raske  ,93,3.88
21/06/2013,FALSE,00:35,FALSE,Stolen Desktop,Office 6,TRUE,SWN03,Significant,HR,NI Water,Will Stahly  ,Silas Wand  ,61,2.54
26/01/2015,FALSE,22:56,FALSE,Broken Window,Area 17,FALSE,SWN03,None,MIS,Cabinet Office,China Thurlow  ,Bob Luthy  ,59,2.46
30/10/2014,FALSE,05:55,FALSE,Lost Desktop,Office 3,TRUE,WAR03,None,HR,Cambridgeshire County Council,Santina Mayr  ,Mitch Landa  ,215,8.96
02/08/2012,FALSE,11:36,TRUE,Broken Window,Office 14,TRUE,TEL15,Major,Finance & Strategy,Balfour Beatty Group Ltd.,Elenore Pentz  ,Pablo Gowers  ,102,4.25
23/08/2013,FALSE,15:44,TRUE,Lost USB drive,Office 12,TRUE,SOL20,Major,HR,Environment Agency,Juan Bernett  ,Dewayne Robichaux  ,73,3.04
13/12/2014,TRUE,18:41,FALSE,Unauthorised Access,Area 9,FALSE,CRE02,Minor,HR,Police Service of Northern Ireland,Suzan Bogert  ,Rueben Bosarge  ,113,4.71
13/09/2014,TRUE,07:00,FALSE,Stolen RHD,Area 3,FALSE,STE04,None,ROI,Bridgestone UK,Neta Veres  ,Douglass Dill  ,321,13.38
18/12/2015,FALSE,21:02,FALSE,Suspicious Character,Office 2,TRUE,SOL10,None,HMRC,NI Library Authority,Vance Mcmanis  ,Pasquale Sonntag  ,174,7.25
01/03/2015,TRUE,01:56,FALSE,Staff with no pass,Office 6,TRUE,MAN34,Minor,MIS,Ford Motor Company ltd,Danyelle Golub  ,Dewayne Robichaux  ,101,4.21
28/02/2014,FALSE,05:03,FALSE,Suspicious Character,Office 17,TRUE,BSN02,Minor,HMRC,NI Education & Library Boards,Tanner Pecor  ,Foster Wax  ,39,1.63
09/01/2015,FALSE,15:03,TRUE,Stolen Peripheral,Area 6,FALSE,STE10,Minor,MIS,Primark,Van Vautour  ,Dewayne Robichaux  ,109,4.54
06/04/2015,FALSE,11:55,TRUE,Unsecured PM Document,Area 1,FALSE,EDI06,Minor,N&T,Specsavers,Irma Zamorano  ,Douglass Dill  ,218,9.08
07/01/2014,FALSE,18:00,TRUE,Lost Laptop,Office 9,TRUE,BRA07,Significant,ROI,Heathrow Airport Limited,Fallon Planas  ,Raul Holmquist  ,40,1.67
22/02/2015,TRUE,00:25,FALSE,Unsecured Cabinet,Area 14,FALSE,MAN34,Significant,MIS,Scottish Water,Tim Pinckard  ,Douglass Dill  ,104,4.33
23/04/2014,FALSE,22:45,FALSE,Lost Laptop,Office 16,TRUE,WAR08,Major,DNS,KFC,China Thurlow  ,Mary Clowers  ,84,3.5
15/04/2015,FALSE,16:40,TRUE,Broken Window,Area 6,FALSE,STE10,Significant,DNS,Home Group Limited,Arlena Pierpont  ,Pasquale Sonntag  ,161,6.71
01/06/2013,TRUE,06:11,FALSE,Unsecured PM Document,Office 16,TRUE,MAN34,Minor,HR,NI Library Authority,Fallon Planas  ,Raul Holmquist  ,97,4.04
16/05/2015,TRUE,01:20,FALSE,Stolen USB drive,Office 20,TRUE,BSN02,Major,Business Operations,HM Treasury,Danyelle Golub  ,Pablo Gowers  ,107,4.46
10/10/2015,TRUE,11:57,FALSE,Stolen Desktop,Area 7,FALSE,SOL10,Major,ROI,MOD - DFTS,Vance Mcmanis  ,Van Fessenden  ,441,18.38
18/08/2015,FALSE,19:01,FALSE,Stolen Laptop,Office 5,TRUE,STE10,Minor,Other (specify),Highland Council,Marlin Southwood  ,Leonardo Mcclane  ,42,1.75
20/08/2014,FALSE,23:23,FALSE,Stolen Desktop,Office 18,TRUE,MAN33,Minor,HMRC,Southeastern,Chantel Lemaire  ,Van Fessenden  ,47,1.96
24/11/2014,FALSE,00:28,FALSE,Tailgating,Area 3,FALSE,BSN01,Minor,Unknown,HM Treasury,Wallace Truett  ,Lyle Griswold  ,149,6.21
11/07/2014,FALSE,16:26,TRUE,Stolen Peripheral,Area 1,FALSE,STE04,None,"Commercial, Legal",Electricity Supply Board,Cecil Royse  ,Lyle Griswold  ,27,1.13
31/03/2014,FALSE,08:20,TRUE,Stolen Laptop,Office 20,TRUE,BSN02,None,HR,HPC Wales,Kiera Lickteig  ,Bob Luthy  ,44,1.83
20/01/2013,TRUE,23:45,FALSE,Tailgating,Office 14,TRUE,SOL10,Major,Finance & Strategy,Electricity Supply Board,Edmund Dedrick  ,Dewayne Robichaux  ,95,3.96
26/04/2015,TRUE,01:18,FALSE,Brief Descriptions,Area 3,FALSE,WAK01,Minor,Public Sector,Highland Council,Danyelle Golub  ,Pablo Gowers  ,31,1.29
05/01/2016,FALSE,04:59,FALSE,Stolen Peripheral,Office 11,TRUE,STE04,Minor,Finance & Strategy,Office for National Statistics,Suzan Bogert  ,Octavio Angert  ,0,0
02/04/2012,FALSE,14:23,TRUE,Lost RHD,Area 3,FALSE,MAN35,Major,HR,Office for National Statistics,Nick Carter  ,Dewayne Robichaux  ,77,3.21
15/04/2013,FALSE,01:27,FALSE,Tailgating,Area 11,FALSE,BSN01,None,N&T,NI Library Authority,Chae Sather  ,Rueben Bosarge  ,33,1.38
27/09/2012,FALSE,08:42,TRUE,Lost Laptop,Area 13,FALSE,STE10,None,Private Sector,Dublin City Council,Edmund Dedrick  ,Pasquale Sonntag  ,149,6.21
22/08/2015,TRUE,05:40,FALSE,Tailgating,Office 11,TRUE,WAK01,Minor,ROI,Southeastern,Deidra Mayes  ,Sterling Raske  ,91,3.79
26/09/2015,TRUE,18:14,FALSE,Stolen Peripheral,Office 15,TRUE,STE10,Minor,Public Sector,MOD - DFTS,Suzan Bogert  ,Damion Hope  ,65,2.71
09/09/2015,FALSE,06:10,FALSE,Lost Peripheral,Office 9,TRUE,MAN33,None,MIS,Police Service of Northern Ireland,Abel Liss  ,Raul Holmquist  ,106,4.42
06/11/2012,FALSE,20:57,FALSE,Lost RHD,Area 16,FALSE,Unknown,Significant,Public Sector,Balfour Beatty Group Ltd.,Cecil Royse  ,Leonardo Mcclane  ,213,8.88
25/09/2014,FALSE,18:42,TRUE,Stolen Laptop,Office 19,TRUE,STE04,Major,MIS,NI Education & Library Boards,Renato Boos  ,Mitch Landa  ,4,0.17
02/10/2014,FALSE,06:02,FALSE,Stolen Laptop,Office 14,TRUE,STE04,Major,HMRC,NI Education & Library Boards,Will Stahly  ,Douglass Dill  ,93,3.88
25/01/2012,FALSE,10:28,TRUE,Lost Peripheral,Office 13,TRUE,EDI06,None,Private Sector,HM Treasury,Kiera Lickteig  ,Lyle Griswold  ,228,9.5
30/01/2013,FALSE,13:15,TRUE,Lost USB drive,Office 19,TRUE,MAN35,None,HR,Alliance Boots plc,Shila Bentler  ,Leonardo Mcclane  ,53,2.21
05/11/2015,FALSE,07:10,TRUE,Stolen RHD,Area 3,FALSE,SWN03,None,Finance & Strategy,Bridgestone UK,Marisa Anchondo  ,Douglass Dill  ,166,6.92
28/02/2015,TRUE,00:21,FALSE,Unsecured PM Document,Area 15,FALSE,SOL20,Minor,Unknown,HSBC,Raphael Arledge  ,Mary Clowers  ,212,8.83
26/04/2014,TRUE,11:21,FALSE,Lost Peripheral,Area 1,FALSE,MAN33,Significant,Unknown,NI Education & Library Boards,Cher Welter  ,Jamal Lacross  ,83,3.46
05/10/2016,FALSE,03:10,FALSE,Stolen RHD,Office 19,TRUE,BSN02,Major,Private Sector,NI Water,Vance Mcmanis  ,Pasquale Sonntag  ,60,2.5
25/04/2014,FALSE,07:38,TRUE,Lost Desktop,Canteen,FALSE,BRA01,None,Finance & Strategy,G4S Plc,Tim Pinckard  ,Raymon Currie  ,39,1.63
18/03/2014,FALSE,14:40,TRUE,Stolen Laptop,Office 13,TRUE,WAR08,Minor,"Commercial, Legal",Bridgestone UK,Edmund Dedrick  ,Dewayne Robichaux  ,34,1.42
31/01/2015,TRUE,10:28,FALSE,Unsecured PM Document,Area 1,FALSE,STE04,None,Public Sector,British American Tobacco Plc,Renato Boos  ,Rueben Bosarge  ,107,4.46
05/03/2017,TRUE,21:41,FALSE,Suspicious Character,Office 17,TRUE,STE04,None,Private Sector,Halfords Ltd.,Lucio Siniard  ,Quinton Claudio  ,118,4.92
27/08/2015,FALSE,08:43,TRUE,Stolen Peripheral,Office 18,TRUE,BRA07,Major,DNS,Southeastern,Cecille Haubert  ,Raul Holmquist  ,43,1.79
08/11/2014,TRUE,22:48,FALSE,Unauthorised Access,Area 18,FALSE,BSN01,Major,DNS,Environment Agency,Felicidad Vose  ,Sterling Raske  ,53,2.21
07/05/2014,FALSE,00:40,FALSE,Stolen Desktop,Area 4,FALSE,EDI06,None,Other (specify),Office for National Statistics,Len Clyburn  ,Mary Clowers  ,175,7.29
21/06/2013,FALSE,04:44,FALSE,Lost Laptop,Office 15,TRUE,LON22,Minor,Private Sector,Post Office Ltd,Gregory Bieber  ,Raymon Currie  ,93,3.88
11/09/2013,FALSE,07:51,TRUE,Lost RHD,Area 3,FALSE,BSN01,None,HMRC,Office for National Statistics,Renato Boos  ,Raymon Currie  ,231,9.63
07/03/2013,FALSE,06:47,FALSE,Stolen Laptop,Office 9,TRUE,BSN01,Significant,HR,Mercedes-Benz Uk Ltd.,Cecil Royse  ,Silas Wand  ,54,2.25
11/09/2015,FALSE,11:44,TRUE,Lost USB drive,Office 11,TRUE,SOL20,None,N&T,PZ Cussons,Tanner Pecor  ,Quinton Claudio  ,119,4.96
07/01/2015,FALSE,14:35,TRUE,Lost Desktop,Office 14,TRUE,MAN33,None,Private Sector,Police Service of Northern Ireland,Marisa Anchondo  ,Silas Wand  ,22,0.92
08/03/2016,FALSE,08:34,TRUE,Staff with no pass,Area 4,FALSE,MAN33,Major,Public Sector,Highland Council,Voncile Mountain  ,Douglass Dill  ,74,3.08
26/11/2011,TRUE,06:57,FALSE,Staff with no pass,Office 10,TRUE,SWN03,None,MIS,Balfour Beatty Group Ltd.,Elenore Pentz  ,Dewayne Robichaux  ,74,3.08
13/02/2012,FALSE,08:51,TRUE,Lost Laptop,Office 8,TRUE,MAN34,Minor,ROI,Mercedes-Benz Uk Ltd.,Chet Swedberg  ,Jamal Lacross  ,324,13.5
19/03/2016,TRUE,03:23,FALSE,Stolen Peripheral,Office 3,TRUE,STE10,Significant,BAS,Cabinet Office,Adele Flower  ,Mitch Landa  ,191,7.96
21/12/2014,TRUE,18:10,FALSE,Stolen Peripheral,Office 15,TRUE,BSN02,Minor,"Commercial, Legal",MOD - DFTS,Van Vautour  ,Rueben Bosarge  ,50,2.08
31/12/2014,FALSE,01:19,FALSE,Brief Descriptions,Office 3,TRUE,MAN34,None,HR,NI Education & Library Boards,Shila Bentler  ,Dewayne Robichaux  ,24,1
05/11/2015,FALSE,05:51,FALSE,Stolen Laptop,Office 20,TRUE,WAR08,Significant,HMRC,Balfour Beatty Group Ltd.,Tanner Pecor  ,Sterling Raske  ,51,2.13
30/11/2012,FALSE,09:53,TRUE,Unsecured PM Document,Office 17,TRUE,LON22,Minor,HR,Virgin Money,Jonathan Wray  ,Van Fessenden  ,55,2.29
11/10/2015,TRUE,20:02,FALSE,Lost Desktop,Office 19,TRUE,SOL10,Minor,MIS,Police Service of Northern Ireland,Juan Bernett  ,Quinton Claudio  ,105,4.38
15/11/2014,TRUE,00:49,FALSE,Broken Window,Area 17,FALSE,MAN34,None,Public Sector,Vodafone Plc Government,Candra Snowball  ,Bob Luthy  ,150,6.25
25/02/2014,FALSE,21:58,FALSE,Lost Peripheral,Area 7,FALSE,MAN34,Significant,Business Operations,Environment Agency,Stanley Bosch  ,Raymon Currie  ,143,5.96
24/10/2013,FALSE,11:22,TRUE,Staff with no pass,Area 2,FALSE,CRE02,Minor,Finance & Strategy,Post Office Ltd,Candra Snowball  ,Dewayne Robichaux  ,103,4.29
27/12/2014,TRUE,00:53,FALSE,Unauthorised Access,Office 3,TRUE,EDI06,Significant,HMRC,Heathrow Airport Limited,Bret Orosz  ,Damion Hope  ,193,8.04
19/07/2017,FALSE,02:19,FALSE,Lost USB drive,Area 8,FALSE,WAR08,None,Unknown,KFC,Jonathan Wray  ,Pablo Gowers  ,108,4.5
03/01/2014,FALSE,18:20,TRUE,Unauthorised Access,Office 15,TRUE,BSN02,None,HR,HPC Wales,China Thurlow  ,Pablo Gowers  ,65,2.71
19/03/2014,FALSE,17:59,TRUE,Suspicious Character,Unknown,FALSE,EDI06,None,MIS,High Speed 2 Ltd.,Lucio Siniard  ,Pablo Gowers  ,45,1.88
01/06/2015,FALSE,04:35,FALSE,Stolen Peripheral,Office 10,TRUE,WAK01,None,ROI,Cabinet Office,Nick Carter  ,Raymon Currie  ,146,6.08
10/10/2014,FALSE,07:21,TRUE,Lost USB drive,Office 10,TRUE,WAK01,None,N&T,Mercedes-Benz Uk Ltd.,Bret Orosz  ,Dewayne Robichaux  ,152,6.33
10/12/2012,FALSE,20:27,FALSE,Lost Laptop,Area 10,FALSE,BSN02,Minor,Business Operations,Balfour Beatty Group Ltd.,Will Stahly  ,Douglass Dill  ,163,6.79
25/03/2011,FALSE,09:09,TRUE,Stolen Laptop,Office 18,TRUE,SOL10,Significant,Private Sector,Mercedes-Benz Uk Ltd.,Felicidad Vose  ,Bob Luthy  ,90,3.75
18/05/2010,FALSE,22:19,FALSE,Tailgating,Office 20,TRUE,SOL20,Significant,N&T,Post Office Ltd,Stanley Bosch  ,Quinton Claudio  ,204,8.5
24/10/2013,FALSE,13:21,TRUE,Stolen Laptop,Area 9,FALSE,BRA07,Minor,DNS,NI Water,Chae Sather  ,Quinton Claudio  ,106,4.42
08/12/2011,FALSE,19:03,FALSE,Stolen Desktop,Office 2,TRUE,SOL20,Minor,Business Operations,HSBC,Wynona Tonkin  ,Dewayne Robichaux  ,53,2.21
12/03/2014,FALSE,22:07,FALSE,Stolen Laptop,Office 2,TRUE,BSN01,Significant,TPG,Police Service of Northern Ireland,Neta Veres  ,Bob Luthy  ,162,6.75
23/09/2014,FALSE,04:13,FALSE,Stolen Laptop,Office 4,TRUE,MAN33,Minor,ROI,Virgin Money,Migdalia Schmitt  ,Douglass Dill  ,186,7.75
18/02/2013,FALSE,03:15,FALSE,Suspicious Character,Area 12,FALSE,EDI06,Major,HR,Electricity Supply Board,Vance Mcmanis  ,Sterling Raske  ,74,3.08
20/02/2015,FALSE,08:29,TRUE,Stolen Laptop,Office 18,TRUE,MAN34,Significant,HR,HSBC,Shila Bentler  ,Raymon Currie  ,159,6.63
14/12/2013,TRUE,23:37,FALSE,Stolen USB drive,Office 15,TRUE,Unknown,Major,Finance & Strategy,Southeastern,Len Clyburn  ,Quinton Claudio  ,69,2.88
19/06/2014,FALSE,09:33,TRUE,Lost Desktop,Office 11,TRUE,STE04,None,ROI,Reading Borough Council,Marlin Southwood  ,Pablo Gowers  ,30,1.25
